,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,model
3515,2014,500000,120000,1,1,0,2,14,145
3516,2016,1300000,55000,1,1,0,0,1,25
3517,2018,1500000,35000,1,1,0,0,12,118
3518,2016,1800000,110000,1,1,1,0,6,82
3519,2014,600000,80000,1,1,0,1,12,120
3520,2018,420000,80000,0,1,0,0,4,60
3521,2009,140000,120000,0,1,0,0,0,12
3522,2010,300000,100000,1,1,0,1,10,110
3523,2006,100000,60000,0,0,0,1,1,29
3524,2017,350000,25000,0,0,0,0,0,3
3525,2018,850000,19000,0,0,0,0,13,135
3526,2008,140000,54000,0,0,0,0,0,3
3527,2015,550000,17100,0,0,0,1,13,138
3528,2017,525000,19000,0,0,1,0,1,30
3529,2015,470000,146000,1,0,0,0,13,140
3530,2013,900000,98000,1,0,1,0,13,139
3531,2011,500000,224642,1,0,0,1,13,139
3532,1998,80000,120000,0,1,0,1,0,12
3533,2011,175000,175000,1,1,0,0,12,130
3534,2017,1350000,15000,1,1,1,1,12,120
3535,2017,800000,50000,1,1,0,0,15,151
3536,2017,250000,15000,0,1,0,0,2,39
3537,2018,700000,25000,0,1,1,0,0,20
3538,2019,800000,25000,1,1,0,0,4,57
3539,2013,660000,69000,1,1,0,0,12,120
3540,2015,465000,60000,1,1,0,2,0,7
3541,2006,180000,222435,1,1,0,1,12,118
3542,2017,600000,66000,1,1,0,2,0,7
3543,2010,150000,110000,0,1,0,0,13,137
3544,2014,450000,78000,1,1,0,1,1,23
3545,2019,721000,10000,0,1,0,0,1,34
3546,2018,300000,35000,0,1,0,0,0,7
3547,2019,1000000,10000,1,1,0,0,12,118
3548,2016,300000,40000,0,1,0,0,15,152
3549,2013,450000,120000,1,1,0,0,12,118
3550,1997,79000,70000,0,1,1,0,0,14
3551,2017,545000,40000,1,1,0,0,13,136
3552,2018,844999,20000,1,1,0,0,3,41
3553,2016,700000,93000,1,1,0,0,10,107
3554,2016,650000,159000,1,1,0,0,6,83
3555,2014,525000,75000,1,1,0,1,13,140
3556,2006,110000,101100,1,1,0,2,13,137
3557,2011,180000,66000,1,1,0,0,4,54
3558,2012,280000,30000,0,1,0,1,1,27
3559,2019,400000,10000,0,1,0,0,15,152
3560,2012,625000,126000,1,1,0,1,12,120
3561,2015,535000,70000,1,1,0,0,17,167
3562,2017,459999,50000,1,1,0,0,0,7
3563,2010,300000,100000,1,1,0,0,12,121
3564,2007,280000,60000,0,1,1,0,3,43
3565,2014,500000,70000,0,1,0,0,3,45
3566,2019,1200000,1200,0,1,0,0,1,25
3567,2016,300000,40000,0,1,0,0,15,152
3568,2011,180000,80000,1,1,0,2,4,61
3569,2011,180000,134444,0,1,1,1,1,27
3570,2009,78000,120000,0,1,0,1,0,3
3571,2011,160000,120000,1,1,0,0,14,146
3572,2014,600000,238000,1,1,0,0,12,118
3573,2008,110000,100000,0,1,0,1,0,2
3574,2011,450000,110000,1,1,0,1,12,121
3575,2019,1350000,35000,1,1,0,0,12,118
3576,2003,120000,165000,0,1,0,1,3,42
3577,2018,1040000,42000,1,1,0,0,3,48
3578,2014,390000,70000,1,1,0,1,1,30
3579,2011,65000,60000,0,1,0,1,4,55
3580,2013,320000,115000,1,1,0,2,17,169
3581,2017,720000,70000,1,1,0,0,17,168
3582,2007,220000,80000,0,1,0,1,0,7
3583,2011,225000,65000,0,0,0,0,0,2
3584,2010,200000,150000,1,1,0,1,4,61
3585,2015,434999,75000,1,0,0,1,6,83
3586,2012,300000,63700,1,1,0,0,13,136
3587,2018,700000,74800,1,1,0,0,3,41
3588,2009,500000,105000,1,1,0,1,13,139
3589,2016,500000,40000,1,1,0,0,15,151
3590,2016,400000,90000,1,1,0,1,0,17
3591,2015,825000,75000,1,0,0,1,6,81
3592,2018,720000,15000,1,1,0,0,0,7
3593,2009,110000,30000,0,1,0,1,0,1
3594,2014,600000,100000,1,1,0,1,12,118
3595,2009,275000,155000,1,1,1,2,12,118
3596,2012,2349000,149000,1,1,1,1,21,178
3597,2017,740000,60000,1,1,0,0,1,31
3598,2017,800000,90000,1,1,0,0,0,13
3599,2019,1100000,100000,1,1,0,0,1,23
3600,2012,750000,100000,1,1,1,1,18,114
3601,2012,200000,90000,0,1,0,1,0,3
3602,2009,210000,75000,1,1,0,0,4,70
3603,2009,270000,120000,1,1,0,1,0,7
3604,2016,630000,90000,1,1,0,1,6,83
3605,2015,375000,55000,0,1,0,0,1,24
3606,2010,300000,70000,1,1,0,0,12,122
3607,2016,580000,95000,1,1,0,1,12,121
3608,2014,550000,50000,1,1,0,0,1,23
3609,2016,750000,50000,1,1,0,0,0,5
3610,2014,250000,60516,0,1,0,0,0,9
3611,2012,434999,235000,1,1,0,1,1,23
3612,2007,900000,76731,1,0,1,0,8,91
3613,2016,685000,64000,1,0,0,0,0,7
3614,2014,540000,65000,1,0,0,0,0,7
3615,2018,1165000,13000,0,0,1,4,3,42
3616,2014,610000,77000,1,0,0,0,13,140
3617,2011,254999,24000,0,0,0,0,1,32
3618,2014,280000,63840,0,0,0,0,14,146
3619,2017,370000,25000,0,1,0,0,4,60
3620,2011,459999,76400,1,1,0,1,4,63
3621,1998,42000,70000,0,1,0,2,0,12
3622,1998,42000,70000,0,1,0,2,0,12
3623,2011,190000,80000,1,1,0,2,16,161
3624,2010,165000,100000,0,1,0,3,16,162
3625,2017,710000,40000,1,1,0,0,13,135
3626,2018,1200000,15000,0,1,0,0,1,25
3627,2011,229999,70000,0,1,0,0,0,12
3628,2018,310000,15000,0,1,0,0,15,152
3629,2015,320000,40000,0,1,0,0,0,2
3630,2006,100000,54000,0,1,0,0,0,1
3631,2009,160000,90000,1,1,0,0,1,23
3632,2007,60000,52000,0,1,0,0,0,1
3633,2012,100000,200000,1,1,0,2,4,52
3634,2016,350000,35000,1,1,0,1,5,75
3635,2017,700000,60000,1,1,0,0,15,151
3636,2017,300000,31489,0,1,0,0,0,3
3637,2018,830000,40000,1,1,0,0,1,31
3638,2013,220000,110000,1,1,0,0,12,123
3639,2009,130000,50000,1,1,0,0,4,52
3640,2012,330000,44000,0,1,0,0,1,31
3641,2010,254999,90000,0,1,0,1,3,42
3642,2014,600000,50000,0,1,0,1,1,23
3643,2012,210000,50000,0,1,0,0,1,27
3644,2007,120000,81366,0,1,0,0,0,12
3645,2006,95000,110000,0,1,0,0,0,14
3646,2006,229999,300000,1,1,0,0,6,82
3647,2010,229999,70000,0,1,0,0,1,23
3648,2013,400000,100000,1,1,0,0,1,31
3649,2005,300000,70000,0,1,0,1,0,19
3650,2013,300000,50000,1,1,0,0,13,136
3651,2009,80000,180000,1,1,0,1,13,137
3652,2008,80000,50000,0,1,0,1,0,1
3653,2007,100000,90000,0,1,0,1,0,14
3654,2012,300000,110000,1,1,0,0,4,54
3655,2018,700000,26000,0,1,1,0,0,13
3656,2016,975000,65000,1,1,0,0,0,6
3657,2009,500000,130000,1,1,0,0,5,79
3658,2013,550000,75000,1,1,0,1,15,151
3659,2014,550000,110000,1,1,0,1,14,145
3660,2014,240000,50000,0,1,0,0,0,3
3661,1997,50000,80000,0,1,0,1,0,1
3662,2009,120000,80000,0,1,0,1,4,54
3663,2013,900000,60000,0,1,0,1,0,3
3664,2009,250000,90000,0,1,0,1,3,42
3665,2017,280000,36000,0,1,0,0,15,152
3666,2010,85000,87000,1,1,0,0,4,54
3667,2011,90000,80000,1,1,0,0,4,54
3668,2015,500000,50000,1,1,0,0,5,73
3669,2013,200000,60000,0,1,0,0,0,1
3670,2015,250000,50000,0,1,0,0,15,152
3671,2014,185000,40000,1,1,0,2,0,7
3672,2008,100000,60000,0,1,0,1,1,27
3673,2015,610000,55000,1,1,0,0,6,83
3674,2012,290000,80000,1,1,0,0,12,123
3675,2012,300000,295000,1,1,0,0,12,122
3676,2015,225000,80000,0,1,0,0,1,32
3677,2017,320000,50000,0,1,0,1,0,3
3678,2012,135000,158000,1,1,0,2,4,52
3679,2006,400000,400000,1,1,0,2,6,82
3680,2016,400000,25000,0,1,0,0,0,2
3681,2017,570000,35000,0,1,0,0,1,31
3682,2018,500000,12000,0,1,0,0,0,20
3683,2015,130000,70000,0,1,0,0,0,9
3684,2018,360000,4000,0,1,0,0,4,60
3685,2017,530000,10832,0,0,0,0,13,136
3686,2009,250000,50000,0,1,0,0,1,27
3687,2016,600000,19495,0,0,0,0,14,147
3688,2013,570000,62668,1,0,0,0,15,151
3689,2013,850000,85710,1,0,0,0,12,120
3690,2011,250000,55130,1,0,0,1,13,136
3691,2014,580000,63356,1,0,0,1,13,140
3692,2012,1680000,129627,1,0,0,0,6,84
3693,2010,180000,15000,0,1,0,0,5,77
3694,2017,300000,50000,0,1,0,0,4,60
3695,2012,269000,70000,0,1,0,1,6,83
3696,2018,231999,20000,0,1,0,0,0,3
3697,2011,150000,60000,0,1,0,2,5,75
3698,2017,495000,5000,0,1,0,0,1,30
3699,2014,700000,15000,0,1,0,0,0,5
3700,2018,400000,4400,0,1,0,1,2,40
3701,2019,599000,15000,1,1,0,2,12,122
3702,2013,421000,45000,1,1,0,0,15,151
3703,2018,841000,1000,1,1,0,0,13,135
3704,2014,295000,38500,0,1,0,0,1,27
3705,2011,220000,25000,0,1,0,0,1,27
3706,2013,250000,35000,1,1,0,0,13,144
3707,2009,1100000,110000,1,1,0,1,6,84
3708,2012,300000,40000,0,1,0,0,1,23
3709,2007,80000,110000,0,1,0,1,5,80
3710,2013,215000,20000,1,1,0,2,5,75
3711,2012,245000,14987,0,0,0,0,1,32
3712,2016,650000,25061,1,0,0,0,13,135
3713,2017,760000,42494,1,0,0,0,13,140
3714,2014,395000,44875,1,0,0,0,3,41
3715,2014,280000,89741,1,0,0,1,13,136
3716,2016,495000,65000,1,0,0,0,3,46
3717,2016,525000,35000,1,0,0,0,3,46
3718,2009,420000,347089,1,0,0,0,6,82
3719,2010,210000,34500,1,1,0,0,4,63
3720,2018,650000,30000,0,1,0,0,1,31
3721,2018,2300000,39000,1,1,1,0,18,113
3722,2019,525000,16000,1,1,0,0,13,142
3723,2010,195000,80000,2,1,0,1,0,2
3724,2016,650000,60000,1,1,0,0,0,11
3725,2015,540000,110000,1,1,0,0,12,129
3726,2014,180000,61000,0,1,0,0,0,3
3727,2017,750000,29000,1,1,0,0,12,121
3728,2018,980000,50000,1,1,0,0,0,11
3729,2014,250000,90000,1,1,0,0,16,163
3730,2018,550000,35000,0,1,1,0,1,30
3731,2015,509999,43000,0,1,0,1,17,167
3732,2017,320000,50000,0,1,0,0,0,3
3733,2016,275000,25000,0,1,0,0,1,32
3734,2013,550000,222252,1,1,0,0,12,120
3735,2009,145000,50000,0,1,0,1,0,2
3736,2013,250000,80000,1,1,0,0,16,163
3737,2012,520000,35000,1,1,0,0,1,23
3738,2007,95000,85000,0,1,0,1,0,3
3739,2011,725000,110000,1,1,0,2,6,82
3740,2006,55000,70000,0,1,0,1,0,1
3741,2014,600000,100000,1,1,0,0,3,42
3742,2013,330000,120000,1,1,0,1,17,167
3743,2015,470000,89000,1,1,0,0,0,7
3744,2013,365000,120000,1,1,0,0,0,7
3745,2013,250000,40000,0,1,0,1,1,32
3746,2017,430000,17000,0,1,0,0,0,2
3747,2013,400000,125000,1,1,0,1,0,7
3748,2015,615000,110000,0,1,0,1,0,7
3749,2011,150000,120000,1,1,0,1,13,136
3750,2014,240000,90000,1,1,0,0,13,136
3751,2014,800000,90000,1,1,0,0,12,118
3752,2015,240000,110000,3,1,0,0,1,32
3753,2014,600000,87000,1,1,0,1,13,140
3754,2014,800000,15000,1,1,0,0,12,118
3755,2015,160000,70000,0,1,0,0,1,32
3756,2012,350000,38000,0,1,0,0,13,137
3757,2011,300000,64000,0,1,0,1,3,42
3758,2015,399000,55250,1,1,0,0,4,59
3759,2011,300000,110000,1,1,0,0,12,121
3760,2012,150000,70000,0,1,1,0,0,16
3761,2010,320000,60000,1,1,0,2,5,76
3762,2018,1280000,17000,1,1,0,0,4,64
3763,2017,300000,13000,0,1,0,1,15,152
3764,2016,1000000,60000,1,1,0,0,14,145
3765,2012,1090000,120000,1,1,0,1,20,176
3766,2012,450000,97000,1,1,0,1,4,63
3767,2007,60000,130000,0,1,0,1,4,54
3768,2013,500000,50000,0,1,0,0,0,7
3769,2012,200000,120000,1,1,0,1,4,52
3770,2015,650000,68000,1,1,0,0,13,140
3771,2006,60000,100000,0,1,0,1,0,3
3772,2013,250999,80000,1,1,0,0,0,11
3773,2012,185000,67000,2,0,0,1,1,37
3774,2015,155000,60000,0,1,0,0,0,3
3775,2019,600000,5000,0,1,0,0,0,7
3776,2016,300000,20000,0,1,0,0,15,152
3777,2018,850000,12500,0,1,0,0,1,25
3778,2019,470000,4000,2,1,0,0,0,8
3779,2019,600000,25000,0,1,0,0,13,136
3780,2013,700000,70000,1,1,0,1,6,82
3781,2007,70000,162000,3,1,0,0,0,2
3782,2010,1250000,205000,1,1,0,1,6,84
3783,2008,650000,70000,0,1,1,2,9,99
3784,2018,450000,70000,1,1,0,1,1,24
3785,2014,750000,100000,1,1,0,1,12,120
3786,2013,775000,70000,1,1,0,1,6,82
3787,2011,800000,220000,1,1,0,0,1,38
3788,2015,360000,80000,0,1,0,1,3,41
3789,2010,250000,120000,1,1,0,0,6,81
3790,2017,1490000,22038,1,1,0,0,11,112
3791,2013,600000,80000,1,1,0,0,14,145
3792,2010,120000,90000,0,1,0,0,0,3
3793,2012,320000,140000,1,1,0,1,4,63
3794,2011,400000,120000,1,1,0,1,12,131
3795,2015,302000,60000,1,1,0,0,0,7
3796,2011,130000,80000,1,1,0,1,5,75
3797,2014,150000,60000,0,1,0,1,0,7
3798,2012,200000,90000,1,1,0,1,4,54
3799,2012,950000,80000,1,1,0,0,6,82
3800,2008,120000,175000,1,1,0,1,0,7
3801,2019,1400000,10000,1,1,0,0,12,120
3802,2017,620000,65000,0,1,0,0,1,31
3803,2012,449000,90000,1,1,0,0,6,82
3804,2007,100000,70000,0,1,0,0,0,3
3805,2018,600000,2500,0,1,0,0,1,30
3806,2016,700000,35000,1,1,0,0,3,41
3807,2012,250000,40000,1,1,0,0,5,75
3808,2018,550000,63000,0,1,0,0,0,13
3809,2013,675000,88000,1,0,1,0,10,106
3810,2015,530000,55000,1,0,0,0,14,145
3811,2014,325000,71014,1,0,0,0,5,73
3812,2015,370000,60000,1,0,0,0,15,153
3813,2014,360000,70000,1,1,0,0,10,107
3814,2012,650000,60000,0,0,1,0,10,106
3815,2012,199000,92000,1,0,0,2,13,137
3816,2014,285000,89126,1,1,0,0,12,123
3817,2009,260000,134000,1,1,1,0,17,166
3818,2019,869999,15000,0,0,1,0,0,5
3819,2016,425000,42500,1,0,0,0,1,30
3820,2012,490000,42000,1,0,1,0,5,76
3821,2015,750000,70000,1,1,1,1,12,120
3822,2004,125000,110000,0,1,0,2,3,42
3823,2014,221000,131365,1,1,0,0,16,161
3824,2016,724000,48980,1,0,1,0,17,167
3825,2014,440000,46000,0,0,1,0,3,41
3826,2009,70000,60000,0,1,0,2,5,77
3827,2015,511000,58000,1,0,0,0,0,13
3828,2016,790000,22000,1,0,0,0,0,15
3829,2017,640000,37000,0,1,0,0,1,31
3830,2009,120000,70000,0,1,0,3,1,29
3831,2012,126000,98900,1,1,0,2,5,75
3832,2012,120000,125000,1,1,0,0,5,75
3833,2017,650000,60000,1,1,0,0,12,129
3834,2014,450000,80000,0,1,0,1,1,30
3835,2010,110000,80000,2,1,0,3,0,12
3836,2017,600000,40000,1,1,0,0,12,121
3837,2012,620000,80000,1,1,0,1,12,120
3838,2014,600000,30000,1,1,0,0,13,140
3839,2018,795000,35000,1,1,0,0,12,121
3840,2011,300000,180000,1,1,0,2,4,71
3841,2015,495000,60000,1,1,0,0,15,155
3842,2013,1580000,86000,1,0,1,0,9,102
3843,2015,1750000,127643,1,0,1,0,9,103
3844,2018,1350000,34000,1,1,1,0,4,64
3845,2014,350000,145000,1,1,0,0,12,122
3846,2018,300000,25000,0,1,1,0,2,39
3847,2018,400000,54000,0,0,0,1,4,58
3848,2014,1750000,102354,1,0,1,0,9,99
3849,1999,70000,70000,0,1,0,3,0,12
3850,2018,500000,70000,1,1,0,0,14,147
3851,2017,2575000,36000,1,0,1,0,9,103
3852,2014,345000,58000,0,0,0,0,3,44
3853,2013,220000,100000,1,1,0,0,4,52
3854,2014,1850000,62237,0,0,1,0,9,98
3855,2005,114999,90000,0,0,0,1,1,29
3856,1999,50000,100000,0,1,0,1,0,1
3857,2017,585000,14000,0,0,0,0,3,46
3858,2018,950000,21394,1,0,0,0,13,135
3859,2018,625000,13800,0,1,1,0,0,7
3860,2017,1035000,23000,0,0,1,0,1,25
3861,2015,310000,32686,0,0,0,0,2,40
3862,2017,600000,99700,1,1,0,0,12,122
3863,2019,3100000,5000,1,1,1,0,6,84
3864,2014,650000,49654,1,0,0,0,3,42
3865,2016,550000,45457,0,0,0,0,1,30
3866,2017,1260000,39221,1,0,0,0,1,25
3867,2016,660000,48220,0,0,0,0,1,31
3868,2017,700000,11114,0,0,0,0,1,31
3869,2008,235000,60208,1,0,0,0,1,33
3870,2013,475000,80000,1,0,0,0,17,167
3871,2008,795000,98600,1,0,1,0,8,91
3872,2016,8900000,13000,0,0,1,0,9,105
3873,2015,3200000,30000,1,0,1,0,9,98
3874,2019,1860000,18000,0,0,1,0,23,180
3875,2010,4200000,100000,1,0,1,0,21,178
3876,2015,850000,58000,0,0,1,0,3,42
3877,2017,585000,85441,1,0,0,0,12,122
3878,2015,380000,64541,1,0,0,0,12,130
3879,2019,650000,35000,1,1,0,0,0,7
3880,2018,600000,30000,0,1,0,0,0,7
3881,2017,434999,16267,0,0,0,0,14,146
3882,2013,525000,71500,1,0,0,0,17,167
3883,2019,4800000,12999,1,0,1,0,18,116
3884,2008,160000,80000,0,1,0,0,5,80
3885,2007,160000,90000,0,1,0,1,0,12
3886,2012,125000,28000,0,1,0,0,5,77
3887,2015,430000,200000,1,1,0,0,12,121
3888,2017,900000,14700,0,1,0,0,1,25
3889,2000,61000,90000,0,1,0,1,0,3
3890,2017,400000,50000,0,1,0,0,0,2
3891,2009,150000,100000,0,1,0,1,1,29
3892,2019,950000,24000,0,1,1,0,17,169
3893,2013,220000,100000,1,1,0,0,4,52
3894,2007,110000,90000,0,1,0,0,1,33
3895,2015,375000,30000,0,1,0,0,4,56
3896,2017,350000,80000,0,1,0,0,2,40
3897,2012,310000,92686,1,0,0,1,1,31
3898,2010,90000,300000,0,1,0,2,4,54
3899,2011,350000,90000,0,1,0,1,17,167
3900,2003,100000,60000,0,1,0,0,1,29
3901,2017,1300000,40000,1,1,1,0,12,120
3902,2004,70000,90000,0,1,0,3,0,2
3903,2013,225000,80000,1,1,0,0,5,72
3904,2002,145000,100000,0,1,0,0,3,42
3905,2018,930000,20000,1,1,0,0,13,135
3906,2019,550000,51000,0,1,0,0,0,7
3907,2008,85000,120000,0,1,0,1,0,3
3908,2014,280000,55000,0,1,0,0,1,32
3909,2018,360000,6000,0,1,0,0,1,32
3910,2011,150000,40000,0,1,0,1,0,3
3911,2017,900000,15000,0,1,1,0,10,107
3912,2005,120000,50000,1,1,0,1,27,185
3913,2010,215000,90000,0,1,0,1,16,161
3914,2013,550000,38500,1,1,0,0,15,153
3915,2018,775000,35000,0,1,0,0,4,57
3916,2001,409999,49359,0,1,0,2,0,19
3917,2005,65000,70000,0,1,0,1,0,1
3918,2008,200000,90000,0,1,0,1,0,2
3919,2010,240000,50000,0,1,0,1,0,2
3920,2012,800000,108731,1,1,0,0,6,82
3921,2010,400000,120000,1,1,0,0,6,82
3922,2016,500000,60000,1,1,0,0,4,59
3923,2007,150000,90000,1,1,0,2,12,125
3924,2014,500000,140000,1,1,0,1,6,83
3925,2014,320000,80000,0,1,0,0,1,32
3926,2013,300000,90000,1,1,0,0,14,146
3927,2017,650000,40000,1,1,0,0,15,155
3928,2018,285000,14000,0,1,0,0,0,3
3929,2012,360000,70000,1,1,0,1,4,67
3930,2009,450000,55000,0,1,0,1,3,47
3931,2011,175000,60000,0,1,0,2,0,3
3932,2011,350000,74000,1,1,0,1,5,76
3933,2020,530000,45000,1,0,0,0,13,136
3934,2017,1025000,38000,1,0,0,0,3,42
3935,2017,950000,24000,1,0,0,0,3,48
3936,2017,725000,29976,0,0,0,0,3,49
3937,2017,919999,41000,0,0,0,0,3,42
3938,2018,700000,15000,1,0,0,0,3,46
3939,2017,725000,36000,1,0,0,0,3,46
3940,2017,840000,30646,0,0,0,0,3,48
3941,2015,365000,23600,0,0,0,0,0,2
3942,2014,665000,71318,1,0,0,0,3,42
3943,2003,50000,78098,0,1,0,0,0,1
3944,2014,225000,30000,0,1,0,0,1,32
3945,2012,229999,45000,0,1,0,1,1,27
3946,2008,145000,67000,0,1,0,0,1,29
3947,2018,624000,14681,1,0,0,0,13,136
3948,2015,500000,25000,0,1,0,0,1,23
3949,2017,750000,18054,0,0,0,0,13,135
3950,2015,785000,40000,1,1,0,0,3,42
3951,2011,225000,30000,0,1,0,0,1,27
3952,2017,300000,80000,1,1,0,0,1,24
3953,2016,680000,20000,1,1,0,0,1,31
3954,2016,700000,40000,1,1,0,0,12,129
3955,2011,180000,120000,1,1,0,0,4,52
3956,2008,270000,120000,1,1,0,1,13,137
3957,2010,370000,97000,0,1,0,1,0,7
3958,2018,1100000,70000,1,1,0,0,12,122
3959,2004,120000,120000,1,1,0,1,1,37
3960,2013,430000,88000,1,1,0,1,10,107
3961,2014,550000,38406,1,0,0,0,0,7
3962,2014,320000,54350,0,0,0,0,1,29
3963,2015,390000,32260,0,0,0,0,0,2
3964,2014,550000,58231,1,0,0,0,15,151
3965,2012,370000,59858,0,0,0,0,0,7
3966,2010,190000,73350,0,0,0,0,0,3
3967,2013,509999,88473,1,0,0,0,15,151
3968,2013,450000,96987,0,0,0,0,3,42
3969,2016,5500000,77350,1,0,1,0,8,97
3970,2015,550000,61187,1,0,0,0,0,7
3971,2009,400000,68350,1,0,0,0,12,122
3972,2015,585000,81150,1,0,0,0,13,135
3973,2019,500000,30000,0,1,0,0,1,30
3974,2015,800000,30000,0,1,0,0,0,5
3975,2009,265000,120000,1,1,0,1,0,7
3976,2012,175000,180000,1,1,0,0,13,136
3977,2007,125000,50000,0,1,0,1,16,164
3978,2010,165000,80000,1,1,0,0,4,61
3979,2011,150000,280000,1,1,0,0,12,130
3980,2015,1025000,90000,1,1,0,1,1,25
3981,2014,1030000,250000,1,1,0,1,6,82
3982,2012,380000,90000,1,1,0,3,5,76
3983,2010,250000,110000,1,1,0,2,0,7
3984,2000,85000,80000,0,1,0,1,0,12
3985,2016,500000,35000,1,1,0,0,16,162
3986,2018,350000,15000,0,1,0,0,1,32
3987,2010,190000,52000,0,1,0,1,0,3
3988,2009,940000,140000,1,1,0,0,17,166
3989,2013,475000,60000,0,1,0,1,0,7
3990,2018,300000,17000,0,1,0,0,0,3
3991,2016,250000,70000,0,1,0,2,5,75
3992,2001,93000,97000,0,1,0,3,0,12
3993,2012,290000,125000,1,1,0,1,13,136
3994,2010,75000,300000,0,1,0,2,4,54
3995,2015,1000000,120000,1,1,0,1,12,120
3996,2015,550000,87000,1,1,0,0,1,31
3997,2010,285000,75000,1,1,0,2,16,162
3998,2014,240000,60000,0,1,0,1,4,52
3999,2015,850000,25000,0,1,0,0,1,25
4000,2016,650000,26000,0,1,0,0,1,31
4001,2017,365000,78000,2,1,0,0,0,4
4002,2016,650000,26000,0,1,0,0,1,31
4003,2015,260000,35000,0,1,0,0,5,72
4004,2014,250000,100000,0,1,0,0,4,52
4005,2007,550000,80000,0,1,0,1,4,63
4006,2004,70000,90000,0,1,0,3,0,2
4007,2013,225000,80000,1,1,0,0,5,72
4008,2002,145000,100000,0,1,0,0,3,42
4009,2018,930000,20000,1,1,0,0,13,135
4010,2019,550000,51000,0,1,0,0,0,7
4011,2008,85000,120000,0,1,0,1,0,3
4012,2014,280000,55000,0,1,0,0,1,32
4013,2018,360000,6000,0,1,0,0,1,32
4014,2011,150000,40000,0,1,0,1,0,3
4015,2017,900000,15000,0,1,1,0,10,107
4016,2005,120000,50000,1,1,0,1,27,185
4017,2010,215000,90000,0,1,0,1,16,161
4018,2013,550000,38500,1,1,0,0,15,153
4019,2018,775000,35000,0,1,0,0,4,57
4020,2001,409999,49359,0,1,0,2,0,19
4021,2005,65000,70000,0,1,0,1,0,1
4022,2008,200000,90000,0,1,0,1,0,2
4023,2010,240000,50000,0,1,0,1,0,2
4024,2012,800000,108731,1,1,0,0,6,82
4025,2010,400000,120000,1,1,0,0,6,82
4026,2012,229999,40000,0,1,0,1,0,2
4027,2014,580000,120000,1,1,0,0,13,140
4028,2005,175000,100000,0,1,0,3,6,81
4029,2012,250000,110000,1,1,0,3,0,17
4030,2014,320000,80000,0,1,0,0,1,32
4031,2013,300000,90000,1,1,0,0,14,146
4032,2017,800000,60000,1,1,0,0,12,129
4033,2009,245000,75000,1,0,1,0,1,23
4034,2018,300000,20000,0,1,0,0,1,32
4035,2017,350000,80000,1,1,0,0,1,24
4036,2006,70000,105700,0,1,0,0,0,12
4037,2017,430999,14000,0,0,0,0,0,4
4038,2010,80000,70000,0,1,0,0,5,77
4039,2019,335000,28000,0,0,0,0,0,3
4040,2017,350000,51000,0,0,0,0,0,8
4041,2018,315000,56000,0,0,0,0,0,3
4042,2019,1100000,35000,1,1,1,0,17,167
4043,2005,80000,24000,0,1,0,0,0,14
4044,2014,285000,64000,0,0,0,1,0,3
4045,2009,100000,120000,1,1,0,2,4,52
4046,2011,225000,37091,0,1,0,0,0,3
4047,2017,4500000,80000,1,1,1,0,19,174
4048,2018,320000,38900,0,1,0,2,0,3
4049,2016,1249000,60000,1,1,0,2,1,25
4050,2008,120000,110000,0,1,0,2,0,2
4051,2011,200000,100000,1,1,0,1,17,167
4052,2016,1151000,85000,1,1,0,0,1,25
4053,2012,120000,140000,1,1,0,0,4,54
4054,2017,220000,20000,0,1,0,0,15,152
4055,2017,750000,15000,0,1,0,0,4,57
4056,2018,784000,40000,1,1,0,0,12,129
4057,2017,500000,50000,0,1,0,0,3,46
4058,2018,350000,20000,0,1,0,0,1,32
4059,2018,1400000,50000,1,1,1,0,12,120
4060,2014,600000,100000,1,1,0,1,12,131
4061,2019,525000,9400,0,1,0,0,1,30
4062,2017,930000,12000,1,1,0,0,13,135
4063,2017,440000,14100,2,0,0,0,0,8
4064,2016,434999,21000,0,0,0,0,0,4
4065,2011,250000,28000,0,0,0,0,1,27
4066,2017,940000,35000,1,0,0,0,0,11
4067,2017,1050000,31000,1,0,1,0,1,23
4068,2016,825000,58000,1,0,0,0,0,11
4069,2012,229999,25000,0,1,0,0,0,2
4070,2011,375000,72000,0,0,0,0,1,31
4071,2013,640000,89000,1,0,0,0,0,11
4072,2012,800000,160000,1,0,0,0,6,82
4073,2012,130000,30000,0,1,0,2,13,136
4074,2014,300000,37555,0,0,0,0,1,27
4075,2018,440000,14000,0,0,0,0,0,2
4076,2014,595000,56600,2,0,0,0,0,11
4077,2013,450000,110000,1,1,0,0,12,118
4078,2017,690000,50000,1,1,0,0,0,6
4079,2019,300000,5000,0,1,0,0,0,3
4080,2014,170000,100000,0,1,0,1,5,72
4081,2012,280000,120000,1,1,0,0,6,83
4082,2009,220000,67580,0,1,0,1,0,7
4083,2009,140000,100000,0,1,0,2,1,29
4084,2004,45000,60000,0,1,0,0,0,14
4085,2014,200000,125000,1,1,0,1,13,136
4086,2008,325000,120000,1,1,0,1,12,118
4087,2010,300000,130000,1,1,0,1,1,23
4088,2009,120000,250000,0,1,0,1,0,1
4089,2016,535000,52600,1,1,0,0,1,25
4090,2014,520000,82000,1,1,0,0,3,42
4091,2017,550000,19890,0,0,1,0,1,30
4092,2015,280000,40000,1,1,0,0,12,130
4093,2013,225000,78000,1,0,0,0,14,147
